
cloud.google.com/go/compute/metadata,v0.81.0,https://github.com/googleapis/google-cloud-go/blob/v0.81.0/LICENSE,Apache-2.0
github.com/10gen/ops-manager-kubernetes/multi,Unknown,https://github.com/10gen/ops-manager-kubernetes/blob/HEAD/multi/LICENSE,Apache-2.0
github.com/PuerkitoBio/purell,v1.1.1,https://github.com/PuerkitoBio/purell/blob/v1.1.1/LICENSE,BSD-3-Clause
github.com/PuerkitoBio/urlesc,v0.0.0-20170810143723-de5bf2ad4578,https://github.com/PuerkitoBio/urlesc/blob/de5bf2ad4578/LICENSE,BSD-3-Clause
github.com/davecgh/go-spew/spew,v1.1.1,https://github.com/davecgh/go-spew/blob/v1.1.1/LICENSE,ISC
github.com/emicklei/go-restful,v2.9.5,https://github.com/emicklei/go-restful/blob/v2.9.5/LICENSE,MIT
github.com/ghodss/yaml,v1.0.0,https://github.com/ghodss/yaml/blob/v1.0.0/LICENSE,MIT
github.com/go-logr/logr,v1.2.0,https://github.com/go-logr/logr/blob/v1.2.0/LICENSE,Apache-2.0
github.com/go-openapi/jsonpointer,v0.19.5,https://github.com/go-openapi/jsonpointer/blob/v0.19.5/LICENSE,Apache-2.0
github.com/go-openapi/jsonreference,v0.19.5,https://github.com/go-openapi/jsonreference/blob/v0.19.5/LICENSE,Apache-2.0
github.com/go-openapi/swag,v0.19.14,https://github.com/go-openapi/swag/blob/v0.19.14/LICENSE,Apache-2.0
github.com/gogo/protobuf,v1.3.2,https://github.com/gogo/protobuf/blob/v1.3.2/LICENSE,BSD-3-Clause
github.com/golang/protobuf,v1.5.2,https://github.com/golang/protobuf/blob/v1.5.2/LICENSE,BSD-3-Clause
github.com/google/gnostic,v0.5.7-v3refs,https://github.com/google/gnostic/blob/v0.5.7-v3refs/LICENSE,Apache-2.0
github.com/google/gofuzz,v1.1.0,https://github.com/google/gofuzz/blob/v1.1.0/LICENSE,Apache-2.0
github.com/imdario/mergo,v0.3.5,https://github.com/imdario/mergo/blob/v0.3.5/LICENSE,BSD-3-Clause
github.com/josharian/intern,v1.0.0,https://github.com/josharian/intern/blob/v1.0.0/license.md,MIT
github.com/json-iterator/go,v1.1.12,https://github.com/json-iterator/go/blob/v1.1.12/LICENSE,MIT
github.com/mailru/easyjson,v0.7.6,https://github.com/mailru/easyjson/blob/v0.7.6/LICENSE,MIT
github.com/modern-go/concurrent,v0.0.0-20180306012644-bacd9c7ef1dd,https://github.com/modern-go/concurrent/blob/bacd9c7ef1dd/LICENSE,Apache-2.0
github.com/modern-go/reflect2,v1.0.2,https://github.com/modern-go/reflect2/blob/v1.0.2/LICENSE,Apache-2.0
github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,https://github.com/munnerz/goautoneg/blob/a7dc8b61c822/LICENSE,BSD-3-Clause
github.com/spf13/cobra,v1.6.1,https://github.com/spf13/cobra/blob/v1.6.1/LICENSE.txt,Apache-2.0
github.com/spf13/pflag,v1.0.5,https://github.com/spf13/pflag/blob/v1.0.5/LICENSE,BSD-3-Clause
golang.org/x/net,v0.7.0,https://cs.opensource.google/go/x/net/+/v0.7.0:LICENSE,BSD-3-Clause
golang.org/x/oauth2,v0.0.0-20211104180415-d3ed0bb246c8,https://cs.opensource.google/go/x/oauth2/+/d3ed0bb2:LICENSE,BSD-3-Clause
golang.org/x/sys/unix,v0.5.0,https://cs.opensource.google/go/x/sys/+/v0.5.0:LICENSE,BSD-3-Clause
golang.org/x/term,v0.5.0,https://cs.opensource.google/go/x/term/+/v0.5.0:LICENSE,BSD-3-Clause
golang.org/x/text,v0.7.0,https://cs.opensource.google/go/x/text/+/v0.7.0:LICENSE,BSD-3-Clause
golang.org/x/time/rate,v0.0.0-20220210224613-90d013bbcef8,https://cs.opensource.google/go/x/time/+/90d013bb:LICENSE,BSD-3-Clause
golang.org/x/xerrors,v0.0.0-20200804184101-5ec99f83aff1,https://cs.opensource.google/go/x/xerrors/+/5ec99f83:LICENSE,BSD-3-Clause
google.golang.org/protobuf,v1.27.1,https://github.com/protocolbuffers/protobuf-go/blob/v1.27.1/LICENSE,BSD-3-Clause
